,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine_CC,Power_bhp,Seats,Price_Lakh,Manufacturer
5016,7,72000,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,15.5,Land
5017,7,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,19.0,Toyota
5018,3,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4,Honda
5019,4,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.25,Maruti
5020,6,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25,Maruti
5021,5,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,5.7,Skoda
5022,7,46000,Diesel,Automatic,Second,0.0,2179.0,115.0,5.0,26.0,Land
5023,7,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.49,Maruti
5024,9,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.0,Volkswagen
5025,5,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.95,Honda
5026,7,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.69,Maruti
5027,6,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,26.0,Audi
5028,5,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.5,Honda
5029,4,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.85,Ford
5030,2,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39,Maruti
5031,5,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.99,Renault
5032,4,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95,Hyundai
5033,10,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5,Mahindra
5034,14,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55,Honda
5035,10,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75,Ford
5036,6,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25,Renault
5037,5,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,Hyundai
5038,1,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,56.14,Land
5039,11,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0,Audi
5040,17,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25,Maruti
5041,3,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5,Maruti
5042,5,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.81,Audi
5043,6,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3,Volkswagen
5044,10,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0,Toyota
5045,10,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75,Toyota
5046,8,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58,Honda
5047,8,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8,Maruti
5048,12,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65,Skoda
5049,3,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0,Jeep
5050,6,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0,Tata
5051,13,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65,Ford
5052,5,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6,Maruti
5053,9,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5,Toyota
5054,5,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6,Maruti
5055,5,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.05,Hyundai
5056,9,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,6.0,Ford
5057,7,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.75,Volkswagen
5058,4,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.17,Volkswagen
5059,3,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.05,Maruti
5060,7,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.05,Honda
5061,7,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,Maruti
5062,2,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75,Maruti
5063,4,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.85,Hyundai
5064,4,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.24,Ford
5065,4,64000,Diesel,Manual,First,17.8,1248.0,113.25304969366827,5.0,5.99,Maruti
5066,12,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,6.5,Honda
5067,1,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,58.91,Land
5068,6,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.0,Mahindra
5069,5,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.64,Volkswagen
5070,10,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.32,Hyundai
5071,8,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.78,Hyundai
5072,4,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,8.95,Chevrolet
5073,7,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,21.95,Mercedes-Benz
5074,7,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,7.9,Hyundai
5075,13,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,29.0,Mercedes-Benz
5076,7,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25,Volkswagen
5077,6,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.9,Honda
5078,3,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.88,Maruti
5079,1,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.78,Hyundai
5080,9,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,2.75,Tata
5081,6,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5.98,Nissan
5082,9,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,31.0,BMW
5083,9,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,3.55,Toyota
5084,5,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.24,Hyundai
5085,11,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.19,Maruti
5086,7,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.5,Maruti
5087,6,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1,Maruti
5088,9,43686,Petrol,Automatic,First,10.5,5000.0,503.0,4.0,50.66,Jaguar
5089,8,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.0,Mercedes-Benz
5090,7,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,5.5,Hyundai
5091,13,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5.0,1.2,Chevrolet
5092,6,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.3,Maruti
5093,5,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.3,Hyundai
5094,3,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,40.47,Mercedes-Benz
5095,7,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,16.1,Toyota
5096,6,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.0,Audi
5097,12,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.95,BMW
5098,4,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65,Maruti
5099,8,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.81,Maruti
5100,8,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,17.5,Audi
5101,8,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3,Maruti
5102,1,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.34,Maruti
5103,4,41000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,8.5,Skoda
5104,10,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,2.69,Honda
5105,5,52000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.5,Mahindra
5106,9,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.06,Maruti
5107,4,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,49.0,Mercedes-Benz
5108,8,72000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4.6,Skoda
5109,5,63776,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.96,Hyundai
5110,5,28133,Petrol,Manual,First,18.6,1197.0,81.86,5.0,5.6,Hyundai
5111,3,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,Tata
5112,5,55697,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.5,Hyundai
5113,8,62000,Diesel,Manual,Second,20.5,1598.0,103.5,5.0,3.0,Skoda
5114,9,48000,Petrol,Manual,First,16.0,1368.0,90.0,5.0,3.0,Fiat
5115,10,90246,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.95,Maruti
5116,5,80500,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.45,Tata
5117,8,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.99,Mercedes-Benz
5118,4,28541,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,60.75,Mercedes-Benz
5119,12,45500,Petrol,Manual,Second,0.0,1086.0,113.25304969366827,5.0,1.17,Hyundai
5120,8,41000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5,Honda
5121,10,58000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.5,Hyundai
5122,5,99000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5,Toyota
5123,6,31200,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.9,Hyundai
5124,11,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3.5,Volkswagen
5125,4,60924,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,8.3,Ford
5126,8,45000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,Hyundai
5127,9,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,2.65,Nissan
5128,4,30534,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7.42,Honda
5129,4,46399,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.63,Volkswagen
5130,12,42000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.09,Maruti
5131,9,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.8,Hyundai
5132,7,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.75,Mercedes-Benz
5133,5,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.27,Tata
5134,8,39566,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,2.75,Honda
5135,4,14980,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.4,Honda
5136,3,18491,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.9,Maruti
5137,20,90000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,0.7,Maruti
5138,5,118211,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.9,Hyundai
5139,4,63316,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9.58,Maruti
5140,6,42000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,24.95,Mercedes-Benz
5141,5,25648,Petrol,Manual,First,13.7,1399.0,98.82,7.0,4.29,Chevrolet
5142,9,67612,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11.5,Mercedes-Benz
5143,4,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.65,Mahindra
5144,5,20000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75,Hyundai
5145,13,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5.0,1.1,Hyundai
5146,6,118218,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,31.41,Audi
5147,8,99000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,6.0,Mahindra
5148,4,22700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.55,Honda
5149,3,28000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,10.91,Tata
5150,6,62000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.25,Mahindra
5151,8,107023,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9,Volkswagen
5152,8,71082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.95,Maruti
5153,7,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.0,Audi
5154,6,21701,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.38,Maruti
5155,9,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.45,Honda
5156,4,32450,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,Hyundai
5157,4,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.75,Renault
5158,1,20483,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.3,Mercedes-Benz
5159,6,45800,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5,Ford
5160,5,35441,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.87,Hyundai
5161,5,86398,Diesel,Manual,First,12.99,2494.0,100.6,7.0,15.2,Toyota
5162,8,150000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5,Nissan
5163,6,89000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.85,Maruti
5164,10,68375,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.5,Maruti
5165,7,52000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.95,Maruti
5166,3,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.0,Mercedes-Benz
5167,6,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.75,Maruti
5168,13,71000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.5,Maruti
5169,8,72003,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9,Volkswagen
5170,6,135670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.55,Ford
5171,3,65850,Diesel,Manual,First,25.1,1498.0,98.6,5.0,9.44,Honda
5172,5,53920,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.77,Toyota
5173,6,58000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.5,Mahindra
5174,4,4000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.0,Maruti
5175,10,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,11.75,BMW
5176,4,29832,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.29,Hyundai
5177,4,71156,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.5,Maruti
5178,5,64687,CNG,Manual,First,31.79,998.0,58.33,5.0,3.8,Maruti
5179,9,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,18.0,Audi
5180,11,75000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.95,Skoda
5181,5,39208,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.52,Tata
5182,6,41000,Diesel,Manual,First,17.0,2149.0,139.07,7.0,8.0,Force
5183,7,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.26,Honda
5184,4,18000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,7.5,Nissan
5185,8,52000,Petrol,Manual,First,16.1,1621.276449941501,113.25304969366827,5.278735151413753,3.65,Maruti
5186,9,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,3.35,Volkswagen
5187,6,48656,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,5.5,Hyundai
5188,8,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5.25,Hyundai
5189,8,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16.25,Audi
5190,11,92000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.7,Maruti
5191,1,9000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,32.9,Ford
5192,12,50121,Petrol,Manual,First,20.4,1197.0,83.11,5.0,3.41,Maruti
5193,6,79000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.15,Hyundai
5194,6,46000,Diesel,Manual,Second,20.14,1498.0,88.8,5.0,5.9,Volkswagen
5195,8,100000,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,11.5,Mercedes-Benz
5196,5,41000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.75,Hyundai
5197,5,25000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.5,Maruti
5198,6,71899,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.25,Maruti
5199,4,7100,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.35,Maruti
5200,2,38171,Petrol,Automatic,Second,22.5,999.0,67.0,5.0,4.99,Renault
5201,7,70359,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.65,Mahindra
5202,9,200000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,9.0,Toyota
5203,3,26969,Diesel,Manual,First,22.07,1199.0,73.9,5.0,6.9,Volkswagen
5204,9,56500,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9,Ford
5205,6,40000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.75,Nissan
5206,6,41000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,8.0,Force
5207,3,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.41,Renault
5208,7,23000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,4.95,Skoda
5209,4,80999,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,14.4,Mahindra
5210,8,82000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.95,Ford
5211,3,68557,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8.14,Mahindra
5212,4,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,8.45,Volkswagen
5213,5,77000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5,Toyota
5214,8,48000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,Mahindra
5215,5,28232,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,7.72,Ford
5216,9,110000,Diesel,Automatic,First,16.96,1968.0,138.1,5.0,8.0,Volkswagen
5217,11,120000,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,3.0,Tata
5218,7,49000,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.0,BMW
5219,6,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.11,Volkswagen
5220,5,14925,Petrol,Manual,First,18.5,1197.0,82.9,5.0,5.37,Hyundai
5221,7,75000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.55,Maruti
5222,5,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.0,Honda
5223,6,57000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.48,Honda
5224,7,76718,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,6.51,Volkswagen
5225,4,138000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.15,Honda
5226,7,140000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.0,Mahindra
5227,12,110000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,2.75,Toyota
5228,15,126000,Petrol,Manual,Second,17.0,1086.0,113.25304969366827,5.0,1.2,Hyundai
5229,8,73000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12.5,BMW
5230,3,63423,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.69,Ford
5231,7,62132,Petrol,Manual,First,18.5,1197.0,82.85,5.0,4.57,Hyundai
5232,7,51000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.5,Honda
5233,5,75000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.9,Maruti
5234,12,55410,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.65,Hyundai
5235,5,41000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25,Chevrolet
5236,8,45000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25,Hyundai
5237,2,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,12.13,Hyundai
5238,7,48000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25,Chevrolet
5239,7,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.0,Audi
5240,7,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.53,Honda
5241,3,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.75,Ford
5242,6,45000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,37.9,Audi
5243,10,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.4,Hyundai
5244,6,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.55,Hyundai
5245,9,69313,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.65,Maruti
5246,3,49000,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,1.6,Tata
5247,8,40471,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,25.72,BMW
5248,7,60000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.15,Maruti
5249,2,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.23,Ford
5250,12,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2.6,Hyundai
5251,12,66000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.25,BMW
5252,3,33901,Diesel,Manual,First,12.8,2494.0,102.0,8.0,14.29,Toyota
5253,9,57000,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,17.25,Mercedes-Benz
5254,7,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,7.5,Hyundai
5255,6,60000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,Maruti
5256,4,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9,Maruti
5257,4,146000,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,3.5,Hyundai
5258,6,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.1,Honda
5259,4,8554,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2,Renault
5260,6,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,4.9,Toyota
5261,5,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.69,Maruti
5262,4,5400,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.98,Tata
5263,7,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.95,Hyundai
5264,6,55730,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,15.21,Audi
5265,5,62000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.3,Maruti
5266,3,14576,Petrol,Manual,First,17.0,1198.0,73.75,5.0,6.69,Volkswagen
5267,3,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5,Honda
5268,11,28000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.65,Hyundai
5269,8,58200,Diesel,Manual,First,14.66,2199.0,194.3,7.0,7.5,Hyundai
5270,18,53000,Petrol,Manual,Second,0.0,1621.276449941501,113.25304969366827,5.278735151413753,1.85,Honda
5271,2,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.63,Maruti
5272,2,17665,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.78,Hyundai
5273,16,200000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.85,Tata
5274,9,55893,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.35,Volkswagen
5275,5,60586,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.11,Maruti
5276,5,13500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.51,Mercedes-Benz
5277,3,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.1,Maruti
5278,2,12000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.5,Ford
5279,3,65000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.8,Tata
5280,6,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.49,Volkswagen
5281,8,25000,Petrol,Manual,Second,17.5,1373.0,91.1,7.0,5.15,Maruti
5282,9,100000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,14.41,Mercedes-Benz
5283,6,13710,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.75,Volkswagen
5284,5,100000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.0,Toyota
5285,3,17000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.9,Maruti
5286,12,89000,Diesel,Automatic,Second,16.07,1995.0,181.0,4.0,6.3,BMW
5287,14,100173,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.4,Honda
5288,11,97000,Petrol,Manual,First,13.17,1999.0,114.0,5.0,3.0,Mitsubishi
5289,4,40190,Petrol,Manual,First,18.06,1198.0,74.93,5.0,4.25,Renault
5290,4,29647,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.3,Volkswagen
5291,2,43639,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.15,Maruti
5292,8,37333,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.22,Hyundai
5293,2,48407,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.65,Hyundai
5294,9,25000,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,30.0,BMW
5295,10,72400,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.3,Hyundai
5296,8,18000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,22.0,Mini
5297,8,65167,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.28,Honda
5298,4,25418,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.09,Maruti
5299,7,38995,Diesel,Manual,First,19.3,1248.0,73.9,5.0,6.46,Maruti
5300,8,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.0,Volkswagen
5301,9,72000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11.0,BMW
5302,4,31075,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,49.79,Audi
5303,5,4311,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.8,Ford
5304,3,21000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0,BMW
5305,9,54000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,21.99,Mercedes-Benz
5306,13,50000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.1,Maruti
5307,2,13000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.6,Maruti
5308,7,74000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,4.5,Maruti
5309,11,75000,Petrol,Manual,Second,14.7,1150.0,76.0,5.0,1.0,Chevrolet
5310,3,25000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.9,Volkswagen
5311,8,139000,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,16.75,Land
5312,5,52000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,25.49,Audi
5313,5,20000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,35.5,Audi
5314,2,32663,Diesel,Manual,First,24.0,1186.0,73.97,5.0,6.28,Hyundai
5315,8,76777,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.88,Mahindra
5316,4,100303,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.7,Tata
5317,5,43993,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.45,Hyundai
5318,4,72118,Diesel,Manual,First,15.4,2179.0,120.0,8.0,10.23,Mahindra
5319,10,83000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,Honda
